"","AM.AD.1","AM.AD.2","AM.F10.T1","AM.F10.T2","DA.AD.1","DA.AD.1T","DA.AD.2","DA.AD.3","DA.AD.3T","DA.AD.4","ES.AD.1","ES.AD.2","ES.AD.3","ES.AD.4","FR.AD.1","FR.AD.2","FR.AD.3","FR.AD.4","FR.AD.5","FR.AD.6","FR.AD.7","FR.AD.8","IT.AD.1","IT.AD.2","IT.AD.3","IT.AD.4","IT.AD.5","IT.AD.6","JP.AD.1","JP.AD.2","JP.AD.3","JP.AD.4","JP.AD.5","JP.AD.6","JP.AD.7","JP.AD.8","JP.AD.9","JP.IN.1","JP.IN.2","JP.IN.3","JP.IN.4","MH0001","MH0002","MH0003","MH0004","MH0005","MH0006","MH0007","MH0008","MH0009","MH0010","MH0011","MH0012","MH0013","MH0014","MH0015","MH0016","MH0017","MH0018","MH0019","MH0020","MH0021","MH0022","MH0023","MH0024","MH0025","MH0026","MH0027","MH0028","MH0030","MH0031","MH0032","MH0033","MH0034","MH0035","MH0036","MH0037","MH0038","MH0039","MH0040","MH0041","MH0042","MH0043","MH0044","MH0045","MH0046","MH0047","MH0048","MH0049","MH0050","MH0051","MH0052","MH0053","MH0054","MH0055","MH0056","MH0057","MH0058","MH0059","MH0060","MH0061","MH0062","MH0063","MH0064","MH0065","MH0066","MH0067","MH0068","MH0069","MH0070","MH0071","MH0072","MH0073","MH0074","MH0075","MH0076","MH0077","MH0078","MH0079","MH0080","MH0081","MH0082","MH0083","MH0084","MH0085","MH0086","TS1_V2","TS10_V2","TS100_V2","TS101.2_V2","TS103_V2","TS104_V2","TS105_V2","TS106_V2","TS107_V2","TS109_V2","TS11_V2","TS110_V2","TS111_V2","TS115_V2","TS116_V2","TS117_V2","TS118_V2","TS119_V2","TS12_V2","TS120_V2","TS124_V2","TS125_V2","TS126_V2","TS127_V2","TS128_V2","TS129_V2","TS13_V2","TS130_V2","TS131_V2","TS132_V2","TS133_V2","TS134_V2","TS135_V2","TS136_V2","TS137_V2","TS138_V2","TS139_V2","TS14_V2","TS140_V2","TS141_V2","TS142_V2","TS143_V2","TS144_V2","TS145_V2","TS146_V2","TS147_V2","TS148_V2","TS149_V2","TS15_V2","TS150_V2","TS151_V2","TS152_V2","TS153_V2","TS154.2_V2","TS155_V2","TS156_V2","TS16_V2","TS160_V2","TS161_V2","TS162_V2","TS163_V2","TS164_V2","TS165_V2","TS166_V2","TS167_V2","TS168_V2","TS169_V2","TS17_V2","TS170_V2","TS178_V2","TS179_V2","TS180_V2","TS181_V2","TS182_V2","TS183_V2","TS184_V2","TS185_V2","TS186_V2","TS19_V2","TS190_V2","TS191_V2","TS192_V2","TS193_V2","TS194_V2","TS195_V2","TS2_V2","TS20_V2","TS21_V2","TS22_V2","TS23_V2","TS25_V2","TS26_V2","TS27_V2","TS28_V2","TS29_V2","TS3_V2","TS30_V2","TS31_V2","TS32_V2","TS33_V2","TS34_V2","TS35_V2","TS37_V2","TS38_V2","TS39_V2","TS4_V2","TS43_V2","TS44_V2","TS49_V2","TS5_V2","TS50_V2","TS51_V2","TS55_V2","TS56_V2","TS57_V2","TS6_V2","TS61_V2","TS62_V2","TS63_V2","TS64_V2","TS65_V2","TS66_V2","TS67_V2","TS68_V2","TS69_V2","TS7_V2","TS70_V2","TS71_V2","TS72_V2","TS73_V2","TS74_V2","TS75_V2","TS76_V2","TS77_V2","TS78_V2","TS8_V2","TS82_V2","TS83_V2","TS84_V2","TS85_V2","TS86_V2","TS87_V2","TS88_V2","TS89_V2","TS9_V2","TS90_V2","TS91_V2","TS92_V2","TS94_V2","TS95_V2","TS96_V2","TS97_V2","TS98_V2","TS99.2_V2"
"Oceanobacillus",0,0,0,0,0,1.17e-06,2.466e-05,0,7.62e-06,7.85e-06,0,0,0,0,1.447e-05,0,0,1.533e-05,2.684e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.251e-05,1.279e-05,6.55e-06,6.04e-06,1.947e-05,1.6e-05,9.97e-06,2.255e-05,2.03e-05,9.63e-06,1.393e-05,9.69e-06,7.99e-06,9.182e-05,8.18e-06,2.016e-05,5.69e-06,2.381e-05,1.137e-05,2.196e-05,3.55e-06,9.29e-06,3.573e-05,2.337e-05,1.051e-05,9.34e-06,1.133e-05,2.022e-05,1.736e-05,2.406e-05,1.738e-05,7.11e-06,1.178e-05,5.64e-06,1.645e-05,1.141e-05,5.05e-06,2.552e-05,8.95e-06,1.019e-05,4.11e-06,1.442e-05,1.359e-05,7.58e-06,7.23e-06,6.85e-06,3.98e-06,1.931e-05,1.56e-06,9.07e-06,7.33e-06,6.75e-06,1.261e-05,1.794e-05,9.69e-06,1.127e-05,2.42e-06,1.018e-05,1.061e-05,1.203e-05,2.79e-06,3.64e-06,8.84e-06,8.05e-06,2.507e-05,1.122e-05,5.27e-06,3.33e-06,1.128e-05,1.491e-05,6.74e-06,5.05e-06,4.79e-06,4.04e-06,1.144e-05,1.142e-05,1.173e-05,3.24e-06,2.151e-05,1.198e-05,1.704e-05,1.541e-05,8.58e-06,3.7e-06,6.37e-06,7.82e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propionibacterium",0.00049074,3.081e-05,2.242e-05,3.13e-06,0,0,3.202e-05,1.136e-05,0,0,2.704e-05,0,0,0.00020171,0.00022294,0.00017562,0,0,1.963e-05,0,4.332e-05,0,1.947e-05,0,0,1.384e-05,2.182e-05,2.15e-05,1.259e-05,0,0,0,0,0,0,0.0001314,0,0,0,0.01226208,7.609e-05,3.468e-05,3.157e-05,3.831e-05,8.939e-05,6.016e-05,4.922e-05,8.718e-05,5.478e-05,3.746e-05,4.511e-05,4.685e-05,5.546e-05,8.938e-05,2.978e-05,9.335e-05,2.549e-05,8.693e-05,2.944e-05,7.901e-05,2.758e-05,2.857e-05,0.00010949,7.161e-05,3.026e-05,3.716e-05,3.23e-05,7.976e-05,2.491e-05,4.128e-05,3.699e-05,2.103e-05,3.801e-05,1.352e-05,3.285e-05,5.114e-05,6.549e-05,4.525e-05,5.94e-05,3.486e-05,3.087e-05,4.793e-05,4.624e-05,2.439e-05,2.165e-05,4.512e-05,3.384e-05,5.652e-05,2.188e-05,5.019e-05,5.528e-05,2.421e-05,4.634e-05,9.155e-05,3.571e-05,5.206e-05,2.315e-05,4.48e-05,3.876e-05,6.453e-05,9.298e-05,5.978e-05,2.877e-05,2.371e-05,3.729e-05,7.336e-05,1.553e-05,5.057e-05,3.318e-05,1.621e-05,4.972e-05,1.726e-05,2.008e-05,4.541e-05,3.696e-05,2.888e-05,2.781e-05,1.002e-05,4.036e-05,2.564e-05,3.908e-05,2.611e-05,5.77e-05,1.338e-05,2.548e-05,3.579e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00075435,0,0,0,0,0,0,0,0,0,0,0,0.00150603,0,0,0,0,0,0,0.00170165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saccharopolyspora",0,0,0,0,0,0,0,3.47e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.98e-06,9.92e-06,1.23e-05,2.519e-05,1.544e-05,1.544e-05,2.623e-05,1.577e-05,1.079e-05,8.82e-06,1.252e-05,1.605e-05,2.89e-05,9.68e-06,2.736e-05,4.1e-06,2.219e-05,4.43e-06,2.352e-05,5.82e-06,9.97e-06,3.334e-05,2.178e-05,9.73e-06,9.52e-06,9.5e-06,2.196e-05,7.82e-06,1.113e-05,1.169e-05,6.21e-06,9.61e-06,2.32e-06,9.02e-06,1.613e-05,2.207e-05,1.31e-05,1.97e-05,1.123e-05,7.4e-06,1.362e-05,1.312e-05,6.18e-06,4.68e-06,1.21e-05,1.02e-05,1.916e-05,5.2e-06,1.777e-05,2.279e-05,6.16e-06,1.397e-05,2.605e-05,1.044e-05,1.859e-05,6.71e-06,1.289e-05,1.203e-05,1.977e-05,6.56e-06,1.956e-05,7.38e-06,6.09e-06,1.122e-05,3.294e-05,2.38e-06,8.13e-06,6.72e-06,4.06e-06,1.382e-05,2.66e-06,2.5e-06,1.752e-05,9.93e-06,9.19e-06,8.92e-06,2.79e-06,1.098e-05,8.21e-06,8.66e-06,5.51e-06,1.907e-05,2.38e-06,5.06e-06,1.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptomyces",0,0,0,0,0,0,0,3.05e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15e-06,0,3.944e-05,3.283e-05,4.786e-05,0.00010125,6.331e-05,5.8e-05,9.415e-05,6.376e-05,4.287e-05,3.333e-05,4.697e-05,6.758e-05,0.00011304,3.343e-05,0.00011242,1.819e-05,9.009e-05,2.566e-05,9.653e-05,1.873e-05,3.346e-05,0.00014041,8.812e-05,3.553e-05,4.012e-05,3.459e-05,8.541e-05,2.603e-05,4.483e-05,4.287e-05,2.386e-05,3.903e-05,8.9e-06,3.434e-05,6.122e-05,8.523e-05,4.724e-05,7.319e-05,4.37e-05,2.956e-05,5.045e-05,4.788e-05,2.346e-05,1.776e-05,5.179e-05,4.073e-05,6.826e-05,2.233e-05,6.742e-05,8.779e-05,2.321e-05,5.558e-05,0.00010004,4.091e-05,7.275e-05,2.365e-05,5.035e-05,4.762e-05,7.582e-05,2.429e-05,7.079e-05,3.028e-05,2.478e-05,4.412e-05,0.00011713,1.059e-05,2.96e-05,2.572e-05,1.628e-05,5.447e-05,8.81e-06,1.207e-05,6.541e-05,4.187e-05,3.326e-05,3.573e-05,9.69e-06,4.057e-05,3.179e-05,3.185e-05,1.95e-05,7.497e-05,1.24e-05,2.146e-05,4.017e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium",0.16559211,0.01464963,0.05532359,0.20264694,0.00054682,0.00019326,0.01654659,0.02735906,0.00500706,0.00471241,0.02639258,0.01060375,0.00359654,0.01517927,0.05138744,0.02743193,0.00620278,0.02373073,0.11384989,0.00858179,0.00037547,0.00348637,0.06116476,0.09065599,0.05729599,0.03761135,0.04251448,0.05768629,0.02087656,0.04955604,0.04409838,0.11811154,0.09008786,0.05905813,0.01363817,0.04136063,0.01536003,0.0003041,0.89671394,0.75091601,0.12224387,0.00267056,0.00467521,0.0023542,0.00479418,0.00348899,0.00066817,0.00192434,0.01835535,0.00119764,0.00059695,0.00281648,0.00719852,0.00994733,0.00164932,0.02113088,0.00035102,0.00565665,0.00084291,0.00125131,0.00816858,0.00483951,0.00118514,0.00654308,0.0004807,0.00638819,0.0005082,0.00726817,0.00366894,0.00162244,0.00145875,0.00077568,0.00210021,0.00053744,0.00639433,0.00074878,0.00123413,0.00307109,0.00307896,0.00206465,0.02571141,0.01106151,0.002972,0.00237959,0.0007014,0.0004369,0.00284235,0.00627882,0.00130806,0.00340465,0.00122021,0.00143835,0.00644099,0.00620143,0.00191347,0.00357789,0.00076389,0.00249842,0.00760807,0.00263906,0.00037796,0.00596557,0.00092407,0.00211866,0.00118437,0.01314798,0.00272627,0.00320179,0.01196454,0.00104607,0.00562692,0.00222934,0.0035205,0.00231597,0.00249765,0.00168971,0.00499754,0.00104578,0.00069131,0.00044873,0.00181818,0.0021809,0.00518457,0.00042359,0.00146385,0.02175244,0,0,0,0,0,0,0,0.0007691,0.00060909,0,0.00077729,0,0,0,0.00046484,0.00104682,0,0.00068166,0,0,0,0,0,0,0,0,0,0,0.00051523,0,0,0,0,0,0,0,0.00065805,0.0010081,0,0,0.00149443,0.00100623,0.00063386,0,0,0,0,0,0.00028076,0,0.00160469,0,0,0,0,0,0,0,0.00091625,0,0,0.00169939,0.00098584,0,0,0,0,0,0.0007231,0.00294716,0.00319579,0,0,0,0,0,0,0.00122719,9.609e-05,0.00141582,0.0006978,0,0,0,0,0,6.503e-05,0,0,0,0,0,0.00044495,0,0.00068589,0.00047245,0,0,0.00017669,0.00012649,0.00114599,0.00108395,0,0,0.00069381,0,0.00139006,0,0.00089177,0,0.00091262,0.00356205,0.00098235,0,0,0.0002607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00080854,0,0.00013902,0,0.00127447,0,0,0,0,0,0,0,0,0,0,0,0.00139776,0,0,0,0
"Gardnerella",0,0,0,0,0,0,0,0,1.231e-05,0,2.723e-05,0,0,1.523e-05,0,1.754e-05,0,0,0,1.642e-05,0,1.141e-05,0,0,0,1.709e-05,0,0,0,0,0,2.795e-05,0,0,0,0,5.443e-05,0,3.625e-05,0,0,4.063e-05,5.836e-05,7.134e-05,5.613e-05,3.001e-05,1.976e-05,5.682e-05,4.658e-05,1.743e-05,0.00010291,1.861e-05,3.834e-05,5.91e-05,1.464e-05,5.87e-05,1.361e-05,4.867e-05,3.39e-05,4.34e-05,1.496e-05,1.686e-05,7.954e-05,4.782e-05,1.202e-05,2.488e-05,3.97e-05,5.305e-05,2.221e-05,3.147e-05,2.29e-05,2.391e-05,2.116e-05,1.019e-05,2.248e-05,3.208e-05,2.011e-05,4.813e-05,2.362e-05,2.723e-05,2.276e-05,3.217e-05,1.604e-05,1.857e-05,2.717e-05,1.45e-05,1.107e-05,3.687e-05,5.99e-06,1.763e-05,1.809e-05,1.604e-05,2.791e-05,1.999e-05,2.242e-05,2.223e-05,1.682e-05,2.182e-05,2.607e-05,2.247e-05,3.42e-05,0.00024843,1.388e-05,1.097e-05,1.993e-05,1.771e-05,1.653e-05,1.151e-05,2.265e-05,1.373e-05,2.08e-05,1.426e-05,1.458e-05,1.436e-05,1.887e-05,2.694e-05,2.337e-05,5.19e-06,1.048e-05,2.111e-05,1.744e-05,1.665e-05,2.063e-05,1.306e-05,1.459e-05,5.239e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parascardovia",0,0,0,0,0,0,0,0,3.5e-06,0,0,0,0,0,2.77e-05,0,0,0,0,5.599e-05,0,0,6.177e-05,9.521e-05,0,0,0,0,0,0,0,0,4.514e-05,0,0,0,0,0,0,0,0,2.923e-05,2.445e-05,2.969e-05,5.853e-05,3.704e-05,2.892e-05,7.84e-05,3.753e-05,2.372e-05,2.825e-05,3.07e-05,4.303e-05,7.613e-05,2.143e-05,8.994e-05,1.504e-05,6.642e-05,1.507e-05,5.273e-05,8.98e-06,1.751e-05,9.089e-05,5.088e-05,2.279e-05,2.115e-05,2.012e-05,6.379e-05,1.641e-05,2.769e-05,2.283e-05,2.433e-05,2.956e-05,5.32e-06,3.251e-05,3.571e-05,5.556e-05,3.462e-05,3.056e-05,2.664e-05,1.766e-05,3.012e-05,2.986e-05,1.514e-05,1.014e-05,2.499e-05,2.297e-05,3.193e-05,9.35e-06,4.189e-05,3.255e-05,1.329e-05,4.271e-05,5.121e-05,2.337e-05,3.969e-05,3.248e-05,2.338e-05,2.589e-05,3.992e-05,2.584e-05,4.403e-05,2.787e-05,1.647e-05,2.404e-05,4.45e-05,2.585e-05,1.926e-05,2.093e-05,2.127e-05,4.756e-05,7.79e-06,5.04e-06,2.53e-05,2.783e-05,1.815e-05,2.061e-05,7.49e-06,2.258e-05,1.746e-05,2.29e-05,1.635e-05,3.341e-05,5.89e-06,1.204e-05,2.342e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scardovia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016192,0,0,0,0,0,6.129e-05,3.037e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.733e-05,8.38e-06,2.833e-05,3.13e-05,1.781e-05,1.155e-05,3.795e-05,2.913e-05,9.79e-06,1.486e-05,9.81e-06,9.93e-06,3.078e-05,8.58e-06,3.622e-05,5.75e-06,2.954e-05,1.094e-05,2.555e-05,5.35e-06,8.94e-06,3.932e-05,2.902e-05,7.68e-06,7.1e-06,1.214e-05,2.837e-05,7.4e-06,1.462e-05,1.056e-05,1.074e-05,1.168e-05,4.14e-06,1.45e-05,2.003e-05,1.192e-05,1.583e-05,1.421e-05,9.16e-06,4.84e-06,1.394e-05,1.088e-05,8.31e-06,5.67e-06,1.296e-05,3.97e-06,1.748e-05,4.21e-06,1.072e-05,9.77e-06,4.38e-06,1.24e-05,1.35e-05,1.224e-05,1.329e-05,1.012e-05,1.108e-05,1.229e-05,1.197e-05,4.27e-06,8e-06,8.38e-06,7.93e-06,7.23e-06,1.167e-05,6.38e-06,6.61e-06,8.37e-06,6.98e-06,1.501e-05,8.47e-06,6.32e-06,8.56e-06,1.098e-05,7.15e-06,1.641e-05,2.78e-06,4.7e-06,7.62e-06,1.044e-05,8.86e-06,1.135e-05,5.51e-06,6.8e-06,1.776e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atopobium",0.00142926,0.00020824,0,2.042e-05,1.822e-05,5.71e-06,8.716e-05,0,1.387e-05,2.462e-05,4.581e-05,1.015e-05,0,3.731e-05,0.00013615,0,4.061e-05,3.606e-05,0,3.266e-05,3.591e-05,1.286e-05,0,3.9e-05,0,3.581e-05,3.549e-05,0,0,4.936e-05,5.748e-05,0,0.00010532,0,0,3.063e-05,9.59e-05,0,0,6.896e-05,9.495e-05,0.00010683,5.823e-05,0.00012142,0.00023899,0.00019575,0.0001058,0.00026675,0.00019112,0.00010143,0.00013079,0.00010032,0.00010227,0.00027443,7.123e-05,0.00025212,6.025e-05,0.00020377,0.00017049,0.00018064,6.589e-05,8.661e-05,0.00032913,0.00018473,7.869e-05,8.435e-05,8.772e-05,0.00021226,6.153e-05,0.00012162,0.00012342,7.478e-05,9.309e-05,4.214e-05,0.00012231,0.00012988,0.00011865,0.00013585,0.00010155,0.000111,6.498e-05,0.00010905,7.989e-05,6.844e-05,7.64e-05,8.459e-05,4.767e-05,0.00013724,5.245e-05,0.00011692,9.012e-05,5.581e-05,0.00016384,0.00011173,8.909e-05,0.00012195,4.846e-05,0.00010671,9.225e-05,0.0001224,5.278e-05,0.00020123,7.967e-05,5.833e-05,0.00013191,9.876e-05,6.464e-05,7.932e-05,8.553e-05,7.158e-05,0.00012413,8.465e-05,0.00011824,7.384e-05,9.751e-05,8.791e-05,9.231e-05,4.368e-05,7.4e-05,9.043e-05,8.479e-05,7.612e-05,0.00010791,3.846e-05,5.864e-05,0.00019115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150603,0,0,0,0,0,0,0,0,0,0,0,0,0.0004113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198641,0,0,0,0,0,0,0.00065423,0,0,0.00038503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsella",0.0756684,0.0716398,5.583e-05,0.03577404,0.00143849,0.00041028,0.00501031,0.00631471,0.00109049,0.00354644,0.01480358,0.00067503,0.01624345,0.00013903,0.01895055,0.0016333,0.00398751,0.00260428,0.01554794,0.02723139,0.00028904,0.04264861,4.734e-05,0.01821623,0.02912533,0.04899352,0.02224194,0.07260863,0,0.01058154,0.01087245,0.01266667,0.02177568,0.00749,0.00195576,0.03387083,0.00137898,4.092e-05,0,0,0.00027291,0.00175202,0.00177164,0.00250042,0.00290678,0.00245274,0.00148755,0.00757491,0.0069683,0.0008474,0.00128712,0.00048693,0.00199337,0.00378877,0.00090782,0.00490087,0.00131404,0.0028809,0.00223538,0.00255047,0.00301755,0.000397,0.00311141,0.00334826,0.00072326,0.00366312,0.00196388,0.00342051,0.0003233,0.00112418,0.00189956,0.00123517,0.00124855,0.0003453,0.00088257,0.00042501,0.00195171,0.00065648,0.00195803,0.00095372,0.00618147,0.00116478,0.00072526,0.00060169,0.00101809,0.00121851,0.0007581,0.00318588,0.00064652,0.00268136,0.00040119,0.00100315,0.00380611,0.0014066,0.00194212,0.00152596,0.00088191,0.00160939,0.00352367,0.00085168,0.00084236,0.01063855,0.00137862,0.00083673,0.00054039,0.00269738,0.00158918,0.00258442,0.00185108,0.00041897,0.00123639,0.0005779,0.00258501,0.0033093,0.00108834,0.00202362,0.00052721,0.00052371,0.0011366,0.00105606,0.00093863,0.00119563,0.00235858,0.0003905,0.00294727,0.00852332,0,0.04033723,0.00187206,0,0.01314939,0.00338995,0,0.02172731,0.08122461,0,0.01341975,0.00508677,0.00290676,0.08256945,0.07580499,0.06738179,0.00706763,0.04385525,0.03677584,0.14701475,0.00918226,0.04836308,0.02789713,0.02942097,0.05998725,0.01857071,0,0,0,0.02786534,0.04382198,0.03279935,0,0.01263057,0.00743443,0.03021104,0.05369124,0.00351785,0.00748462,0.00303404,0.13846322,0.05370919,0.0169075,0,0,0.01275888,0.00456967,0.01599234,0.00153967,0.03710877,0,0,0.0141001,0.11484087,0.03410311,0.00199768,0,0.00507484,0.01006871,0,0,0,0.02631033,0.00494552,0.03267117,0.01812199,0.00970703,0,0.03177332,0.13333567,0.06928237,0.00142592,0.01689471,0.00851258,0.00433253,0.07117339,0,0.00192788,0.01061026,0.01445235,0.00219094,0.00322339,0.01078498,0.00353313,0,0.05552939,0.008453,0.0086077,0.0268117,0,0.00033332,0.00139384,0.04151006,0,0.00322975,0.00444608,0,0,0.00303785,0.00276183,0.09356277,0.05786157,0.02447624,0.01179719,0,0,0.12769528,0.459589,0.02015778,0.00390221,0.0957425,0.10336131,0,0,0,0.00653055,0.04471254,0.00242422,0,0.00791512,0.00505888,0.00100464,0.01484256,0.01551982,0.00255832,0.01295506,0.00486555,0.0130949,0,0.00843871,0.03258601,0,0.00654634,0.20557851,0.03219121,0,0.00172249,0.05003029,0.00440726,0,0.0397694,0.04090838,0.00727866,0.0138938,0.00051611,0.00480639,0.03133852,0.01620074,0.03528386,0,0.01652079,0.02260794,0,0.00433516
"Cryptobacterium",5.291e-05,0,0,0,0,2.63e-06,9.22e-06,0,0,0,0,0,1.838e-05,0,0,0,0,3.441e-05,3.012e-05,0,1.714e-05,3.424e-05,0,0,3.596e-05,6.835e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.183e-05,1.797e-05,2.164e-05,0.00010019,6.571e-05,4.661e-05,7.278e-05,3.266e-05,2.514e-05,2.258e-05,3.235e-05,3.013e-05,6.94e-05,1.646e-05,6.381e-05,1.832e-05,5.954e-05,2.857e-05,4.779e-05,1.696e-05,1.334e-05,9.759e-05,6.487e-05,2.391e-05,2.002e-05,2.875e-05,5.597e-05,1.306e-05,2.564e-05,3.498e-05,1.847e-05,3.655e-05,8.37e-06,2.301e-05,3.413e-05,2.781e-05,3.285e-05,2.893e-05,3.219e-05,1.634e-05,2.615e-05,1.654e-05,1.736e-05,2.592e-05,2.495e-05,1.452e-05,4.394e-05,1.776e-05,3.849e-05,1.861e-05,1.174e-05,3.721e-05,3.982e-05,2.848e-05,4.197e-05,1.404e-05,2.572e-05,1.752e-05,4.684e-05,8.73e-06,3.745e-05,2.146e-05,1.211e-05,2.684e-05,3.474e-05,9.93e-06,1.139e-05,2.017e-05,1.077e-05,3.915e-05,9.99e-06,1.186e-05,1.512e-05,2.491e-05,2.705e-05,1.873e-05,6.79e-06,1.566e-05,2.008e-05,2.129e-05,2.469e-05,3.425e-05,6.99e-06,1.725e-05,3.775e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
